"gene.ID","log2FoldChange","up","down","Effect","gene.annotation"
"PGEN_.00g281550",3.74696500210451,TRUE,FALSE,"Day14_primary","DBH-like monooxygenase protein 1 (EC 1.14.17.-) (DBH-related protein) (Monooxygenase X)"
"PGEN_.00g281730",4.34391765574291,TRUE,FALSE,"Day14_primary","Endo-1,4-beta-xylanase 1 (AtXyn1) (Xylan endohydrolase 1) (Xylanase 1) (EC 3.2.1.8)"
"PGEN_.00g281900",1.39455903560382,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g281940",6.50321660157798,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g281940",9.74233659749618,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g281940",-3.03903996830931,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g281940",-4.02423097906526,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g281950",3.60439587689032,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g281950",-1.08318467789812,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g281950",-1.65379163412934,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g281950",3.16540733301657,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g282850",3.41866599060101,TRUE,FALSE,"Day21_primary","Estradiol 17-beta-dehydrogenase 8 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 8) (17-beta-HSD 8) (3-ketoacyl-[acyl-carrier-protein] reductase alpha subunit) (KAR alpha subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (EC 1.1.1.-) (Testosterone 17-beta-dehydrogenase 8) (EC 1.1.1.239)"
"PGEN_.00g282910",-1.31736372587571,FALSE,TRUE,"Day7_second","FK506-binding protein 15 (FKBP-15) (133 kDa FK506-binding protein) (133 kDa FKBP) (FKBP-133) (WASP- and FKBP-like protein) (WAFL)"
"PGEN_.00g282910",1.92566069234638,TRUE,FALSE,"Day14_primary","FK506-binding protein 15 (FKBP-15) (133 kDa FK506-binding protein) (133 kDa FKBP) (FKBP-133) (WASP- and FKBP-like protein) (WAFL)"
"PGEN_.00g282990",-1.98921346014331,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g284500",3.54144580796273,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g284500",-3.07113890482944,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g284500",-2.15189372833854,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g284500",5.40415559922426,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g285340",1.42695912211464,TRUE,FALSE,"Day14_primary","ATP-binding cassette sub-family F member 1 (ATP-binding cassette 50)"
"PGEN_.00g285590",4.0188433710913,TRUE,FALSE,"Day14_primary","A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7) (EC 3.4.24.-) (COMPase)"
"PGEN_.00g285590",3.4399428156332,TRUE,FALSE,"Day7_primary","A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7) (EC 3.4.24.-) (COMPase)"
"PGEN_.00g285590",-2.51228709381978,FALSE,TRUE,"Day7_MAversusAM","A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7) (EC 3.4.24.-) (COMPase)"
"PGEN_.00g285590",-2.73075346889865,FALSE,TRUE,"Day7_second","A disintegrin and metalloproteinase with thrombospondin motifs 7 (ADAM-TS 7) (ADAM-TS7) (ADAMTS-7) (EC 3.4.24.-) (COMPase)"
"PGEN_.00g285980",2.67965191889804,TRUE,FALSE,"Day14_primary","Dimethylaniline monooxygenase [N-oxide-forming] 5 (EC 1.14.13.8) (Dimethylaniline oxidase 5) (Hepatic flavin-containing monooxygenase 5) (FMO 5)"
"PGEN_.00g286180",3.46288096606843,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g286180",-5.19403532812735,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g286210",-1.24580293017547,TRUE,FALSE,"Day0_primary",NA
"PGEN_.00g286430",2.40846414215268,FALSE,TRUE,"Day0_primary",NA
"PGEN_.00g286450",-1.93640991269526,TRUE,FALSE,"Day0_primary",NA
"PGEN_.00g286650",2.50473694293241,TRUE,FALSE,"Day21_primary","O-methyltransferase MdmC (EC 2.1.1.-)"
"PGEN_.00g286740",4.60442673182035,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g286740",6.35859366151286,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g289380",6.22627593567006,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g289790",1.13211080399018,TRUE,FALSE,"Day14_primary","Calcyclin-binding protein (CacyBP)"
"PGEN_.00g289810",-3.05013577642981,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g289900",-3.29025490224854,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g289900",4.269044126899,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g289900",-1.90073422401026,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g290170",-4.27433462380381,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g291220",-5.61840522199974,FALSE,TRUE,"Day14_primary","Endonuclease domain-containing 1 protein (EC 3.1.30.-)"
"PGEN_.00g291230",-8.27298361914212,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g291230",-19.4711478418625,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g291230",-7.90197868408747,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g293270",3.94781530953821,TRUE,FALSE,"Day14_primary","Perlucin-like protein"
"PGEN_.00g293320",4.16272406857758,TRUE,FALSE,"Day14_primary","GTPase IMAP family member 7 (Immunity-associated nucleotide 7 protein) (IAN-7)"
"PGEN_.00g293610",-1.57971984093087,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g293610",5.40715974591615,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g293880",6.10782274531673,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g293880",4.29630251661005,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g294440",-1.6147531578186,FALSE,TRUE,"Day14_primary","Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (EC 2.7.10.1) (CD167 antigen-like family member B) (Discoidin domain-containing receptor tyrosine kinase 2) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b)"
"PGEN_.00g295020",-13.573057307638,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g295020",-17.5957516780302,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g295020",-7.31850013528062,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g295510",1.55191396103034,TRUE,FALSE,"Day7_MAversusAM",NA
"PGEN_.00g295510",-4.1393949426179,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g296350",-2.09677960480234,FALSE,TRUE,"Day14_primary","Master replication protein (M-Rep) (EC 2.7.7.-) (EC 3.1.21.-) (EC 3.6.1.3) (ATP-dependent helicase C2) (Replication-associated protein 2) (Rep2)"
"PGEN_.00g297210",5.67292524922354,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g297890",4.78083400204677,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g298200",3.15264264949958,TRUE,FALSE,"Day14_primary","Cathepsin B (EC 3.4.22.1) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]"
"PGEN_.00g298760",0.649555283709884,TRUE,FALSE,"Day7_MAversusAM","Protein tyrosine phosphatase type IVA 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 4a1) (Protein-tyrosine phosphatase of regenerating liver 1) (PRL-1)"
"PGEN_.00g298760",-1.15982113063646,FALSE,TRUE,"Day7_primary","Protein tyrosine phosphatase type IVA 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 4a1) (Protein-tyrosine phosphatase of regenerating liver 1) (PRL-1)"
"PGEN_.00g299010",3.53556621394542,TRUE,FALSE,"Day7_primary",NA
"PGEN_.00g299010",7.84656577531935,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g299380",-2.31508986417738,FALSE,TRUE,"Day14_primary","Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)"
"PGEN_.00g302300",-0.974652712384705,FALSE,TRUE,"Day7_primary","Zinc finger protein 40 (Alpha A-crystallin-binding protein 1) (Alpha A-CRYBP1) (Alpha A-crystallin-binding protein I) (Transcription factor alphaA-CRYBP1)"
"PGEN_.00g303310",-2.42333416322323,FALSE,TRUE,"Day21_primary","Dual specificity protein kinase CLK2 (EC 2.7.12.1) (CDC-like kinase 2)"
"PGEN_.00g304580",4.71932509890371,TRUE,FALSE,"Day14_primary","Perlucin-like protein"
"PGEN_.00g305370",5.42559027629196,TRUE,FALSE,"Day14_primary","Vitelline membrane outer layer protein 1 (VMO-1) (VMO-I) (VMOI)"
"PGEN_.00g305410",-3.03439737094982,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g305410",5.01900917583236,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g305410",-1.79030770674437,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g305440",0.950283893208672,TRUE,FALSE,"Day14_primary","Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5) (E1B-55 kDa-associated protein 5) (E1B-AP5)"
"PGEN_.00g305460",9.11133903775106,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g305460",8.45175301297724,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g305960",2.8419706694691,TRUE,FALSE,"Day14_primary","Ras-related protein Rab-32"
"PGEN_.00g305960",-1.2375343485051,FALSE,TRUE,"Day7_MAversusAM","Ras-related protein Rab-32"
"PGEN_.00g306170",5.47052604462607,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g308130",-2.88940521105344,FALSE,TRUE,"Day7_second","Transcription factor GATA-4 (GATA-binding factor 4) (Fragment)"
"PGEN_.00g308130",3.08457396925381,TRUE,FALSE,"Day14_primary","Transcription factor GATA-4 (GATA-binding factor 4) (Fragment)"
"PGEN_.00g308130",-2.00115164379716,FALSE,TRUE,"Day7_MAversusAM","Transcription factor GATA-4 (GATA-binding factor 4) (Fragment)"
"PGEN_.00g308530",2.97880128156329,TRUE,FALSE,"Day14_primary","Protein hunchback (Fragment)"
"PGEN_.00g308530",-2.18773212471512,FALSE,TRUE,"Day7_second","Protein hunchback (Fragment)"
"PGEN_.00g310830",2.55915855631966,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g311290",3.29874352530663,TRUE,FALSE,"Day14_primary","Hydroxyacid-oxoacid transhydrogenase, mitochondrial (HOT) (EC 1.1.99.24) (Alcohol dehydrogenase iron-containing protein 1) (ADHFe1)"
"PGEN_.00g311860",-2.74180695512581,FALSE,TRUE,"Day7_second","Aggrecan core protein (Cartilage-specific proteoglycan core protein) (CSPCP)"
"PGEN_.00g311890",-1.29137156086279,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g311940",-1.97980529855197,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g311940",4.32492316499997,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g311950",-1.65809215176352,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g311950",3.98713896867908,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g311950",2.70758908036351,TRUE,FALSE,"Day7_primary",NA
"PGEN_.00g312070",6.84623307560697,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g312070",-4.82075234949879,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g312070",-3.41900360163958,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g312080",5.78844870840496,TRUE,FALSE,"Day14_primary","Peptidyl-glycine alpha-amidating monooxygenase A (PAM-A) (Peptide C-terminal alpha-amidating enzyme I) (AE-I) (Peptidyl-glycine alpha-amidating monooxygenase I) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase A (PHM-A) (EC 1.14.17.3); Peptidyl-alpha-hydroxyglycine alpha-amidating lyase A (EC 4.3.2.5) (Peptidylamidoglycolate lyase-A) (PAL-A)]"
"PGEN_.00g313060",2.56505398201004,TRUE,FALSE,"Day14_primary","Mitofusin-2 (EC 3.6.5.-) (Transmembrane GTPase MFN2)"
"PGEN_.00g313720",1.60299445981001,TRUE,FALSE,"Day14_primary","WASH complex subunit 2"
"PGEN_.00g313880",6.11376671280643,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g313880",5.24875841516743,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g313880",3.54334431625954,TRUE,FALSE,"Day7_primary",NA
"PGEN_.00g313910",-9.98768568055073,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g313920",1.76481509641598,TRUE,FALSE,"Day14_primary","Clathrin light chain A (Lca)"
"PGEN_.00g313940",-2.47299010140949,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g313940",-1.64072716664681,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g313940",4.38125157918409,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g314520",-1.74962823594527,FALSE,TRUE,"Day7_MAversusAM","Vitelline membrane outer layer protein 1 (VMO-1) (VMO-I) (VMOI)"
"PGEN_.00g314520",4.11270170100893,TRUE,FALSE,"Day14_primary","Vitelline membrane outer layer protein 1 (VMO-1) (VMO-I) (VMOI)"
"PGEN_.00g314840",1.91756382026012,FALSE,TRUE,"Day0_primary","von Willebrand factor D and EGF domain-containing protein"
"PGEN_.00g315040",2.064236161356,FALSE,TRUE,"Day0_primary","von Willebrand factor D and EGF domain-containing protein"
"PGEN_.00g315340",-1.74652620548343,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g315380",5.27486441178175,TRUE,FALSE,"Day14_primary","Vitelline membrane outer layer protein 1 (VMO-1) (VMO-I) (VMOI)"
"PGEN_.00g315400",4.21037864125402,TRUE,FALSE,"Day14_primary","Vitelline membrane outer layer protein 1 (VMO-1) (VMO-I) (VMOI)"
"PGEN_.00g315400",-1.72218297516678,FALSE,TRUE,"Day7_MAversusAM","Vitelline membrane outer layer protein 1 (VMO-1) (VMO-I) (VMOI)"
"PGEN_.00g315910",1.06215237987756,TRUE,FALSE,"Day7_MAversusAM",NA
"PGEN_.00g315910",-1.96240403743948,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g316240",-1.57131051269415,FALSE,TRUE,"Day14_primary","Zinc finger protein 384 (Cas-associated zinc finger protein) (Nuclear matrix transcription factor 4) (Nuclear matrix protein 4)"
"PGEN_.00g316680",-7.0336334476628,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g318440",4.74459306236812,TRUE,FALSE,"Day14_primary","Brevican core protein (Brain-enriched hyaluronan-binding protein) (BEHAB) (Chondroitin sulfate proteoglycan 7)"
"PGEN_.00g318520",-4.35299288206005,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g318520",-7.09325957941975,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g318780",-0.976333405025615,FALSE,TRUE,"Day7_MAversusAM","Cytochrome P450 4F4 (EC 1.14.14.1) (CYPIVF4)"
"PGEN_.00g319130",-3.84269252781255,FALSE,TRUE,"Day14_primary","Ferric-chelate reductase 1 (EC 1.-.-.-) (Stromal cell-derived receptor 2) (SDR-2)"
"PGEN_.00g319180",-6.49287896168895,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g319190",-5.38303170550486,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g319930",-2.41986937040692,FALSE,TRUE,"Day14_primary","Transcription factor HES-1-A (Hairy and enhancer of split 1-A) (Protein hairy-1) (Xhairy-1) (Xhairy1) (Xlh1)"
"PGEN_.00g321250",4.9845872089632,TRUE,FALSE,"Day14_primary","Isatin hydrolase (EC 3.5.2.20) (Isatin amidohydrolase) (Isatin hydrolase isoform b) (IH-b)"
"PGEN_.00g321390",-1.22708296270377,FALSE,TRUE,"Day14_primary","Calmodulin-binding transcription activator 1"
"PGEN_.00g323180",1.33511115290312,TRUE,FALSE,"Day7_MAversusAM","4-hydroxybutyrate coenzyme A transferase (EC 2.8.3.-)"
"PGEN_.00g323180",-2.19250957648259,FALSE,TRUE,"Day7_primary","4-hydroxybutyrate coenzyme A transferase (EC 2.8.3.-)"
"PGEN_.00g323450",3.77883785062806,TRUE,FALSE,"Day14_primary","Endoglucanase E-4 (EC 3.2.1.4) (Cellulase E-4) (Cellulase E4) (Endo-1,4-beta-glucanase E-4)"
"PGEN_.00g323540",1.90935717130846,TRUE,FALSE,"Day14_primary","Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase (EC 2.1.1.-) (Nucleolar protein 1) (Nucleolar protein 2 homolog) (Proliferating-cell nucleolar antigen p120) (Proliferation-associated nucleolar protein p120)"
"PGEN_.00g323810",-10.9249192474445,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g325090",-1.52972304737024,FALSE,TRUE,"Day7_MAversusAM","C-type lectin domain family 17, member A (Prolectin)"
"PGEN_.00g325090",6.121537677495,TRUE,FALSE,"Day21_primary","C-type lectin domain family 17, member A (Prolectin)"
"PGEN_.00g325090",3.52313154366104,TRUE,FALSE,"Day14_primary","C-type lectin domain family 17, member A (Prolectin)"
"PGEN_.00g326620",4.7484320314869,TRUE,FALSE,"Day14_primary","Endoglucanase (EC 3.2.1.4) (Cellulase) (Endo-1,4-beta-glucanase) (Spore germination protein 270-6)"
"PGEN_.00g327660",5.61398434720766,TRUE,FALSE,"Day7_primary",NA
"PGEN_.00g327700",0.734267656654271,TRUE,FALSE,"Day14_primary","Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.-) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2)"
"PGEN_.00g327850",7.23918326832711,TRUE,FALSE,"Day21_primary","Ganglioside GM2 activator (Cerebroside sulfate activator protein) (GM2-AP) (Sphingolipid activator protein 3) (SAP-3)"
"PGEN_.00g327850",-1.80590737470611,FALSE,TRUE,"Day7_MAversusAM","Ganglioside GM2 activator (Cerebroside sulfate activator protein) (GM2-AP) (Sphingolipid activator protein 3) (SAP-3)"
"PGEN_.00g327850",4.78644544305516,TRUE,FALSE,"Day14_primary","Ganglioside GM2 activator (Cerebroside sulfate activator protein) (GM2-AP) (Sphingolipid activator protein 3) (SAP-3)"
"PGEN_.00g328190",4.07012799082895,TRUE,FALSE,"Day14_primary","Complement C1q tumor necrosis factor-related protein 3 (Collagenous repeat-containing sequence 26 kDa protein) (CORS26) (Secretory protein CORS26)"
"PGEN_.00g328490",-5.05039544749575,FALSE,TRUE,"Day14_primary","Sodium/hydrogen exchanger 9B2 (NHA-oc) (Na(+)/H(+) exchanger NHA2) (Na(+)/H(+) exchanger-like domain-containing protein 2) (NHE domain-containing protein 2) (Soditlum/hydrogen exchanger-like domain-containing protein 2) (Solute carrier family 9 subfamily B member 2)"
"PGEN_.00g328520",-1.73950909458531,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g328520",0.929246039952495,TRUE,FALSE,"Day7_MAversusAM",NA
"PGEN_.00g329260",3.41963978848832,TRUE,FALSE,"Day7_primary",NA
"PGEN_.00g329260",-1.97203596195073,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g330100",-7.71694089952346,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g330240",-2.82195245029113,FALSE,TRUE,"Day7_second","von Willebrand factor C domain-containing protein 2-like"
"PGEN_.00g330240",-2.1042019783252,FALSE,TRUE,"Day7_MAversusAM","von Willebrand factor C domain-containing protein 2-like"
"PGEN_.00g330820",2.10494282918724,TRUE,FALSE,"Day7_MAversusAM","Metalloprotease mig-17 (EC 3.4.24.-) (Abnormal cell migration protein 17)"
"PGEN_.00g331370",-1.44025384802373,FALSE,TRUE,"Day14_primary","Retinoic acid receptor gamma (RAR-gamma) (Nuclear receptor subfamily 1 group B member 3)"
"PGEN_.00g331660",2.42719043626784,TRUE,FALSE,"Day14_primary","NFX1-type zinc finger-containing protein 1"
"PGEN_.00g331780",2.06598423082393,TRUE,FALSE,"Day14_primary","Guanylate kinase (EC 2.7.4.8) (GMP kinase) (Guanylate kinase 1)"
"PGEN_.00g332250",0.549115507294823,TRUE,FALSE,"Day7_MAversusAM","Villin-1"
"PGEN_.00g332560",4.74532370746948,TRUE,FALSE,"Day14_primary","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"PGEN_.00g332560",-1.77611298300716,FALSE,TRUE,"Day7_MAversusAM","Hemicentin-1 (Fibulin-6) (FIBL-6)"
"PGEN_.00g332570",-8.25769876313743,FALSE,TRUE,"Day21_primary","Coadhesin (Fragment)"
"PGEN_.00g332980",3.65552087588178,TRUE,FALSE,"Day14_primary","Neurogenic locus notch homolog protein 1 (Notch 1) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]"
"PGEN_.00g333460",-13.7481426774471,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g333460",2.74778619766688,TRUE,FALSE,"Day7_MAversusAM",NA
"PGEN_.00g333460",-6.81989262773739,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g333460",-9.32083565415872,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g333990",-2.17117464050488,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g335240",3.82926724693828,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g336000",-3.09131845859486,FALSE,TRUE,"Day14_primary","Electrogenic sodium bicarbonate cotransporter 1 (Sodium bicarbonate cotransporter) (Na(+)/HCO3(-) cotransporter) (Solute carrier family 4 member 4)"
"PGEN_.00g336000",1.71103959801366,TRUE,FALSE,"Day7_MAversusAM","Electrogenic sodium bicarbonate cotransporter 1 (Sodium bicarbonate cotransporter) (Na(+)/HCO3(-) cotransporter) (Solute carrier family 4 member 4)"
"PGEN_.00g336900",2.8246206261323,TRUE,FALSE,"Day7_second","Ankyrin-3 (ANK-3) (Ankyrin-G)"
"PGEN_.00g338930",-1.88214818309988,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g339220",5.18785319394622,TRUE,FALSE,"Day14_primary","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha) (RING-type E3 ubiquitin transferase rnf213-alpha)"
"PGEN_.00g339710",4.77624388064022,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g339710",-3.61415415963357,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g339710",-2.53331077657926,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g339710",8.62143743591393,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g339930",-2.79258717199529,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g340090",5.76488369687166,TRUE,FALSE,"Day14_primary","Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain)"
"PGEN_.00g340090",9.32308140770948,TRUE,FALSE,"Day21_primary","Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain)"
"PGEN_.00g340090",-3.40298010037462,FALSE,TRUE,"Day7_second","Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain)"
"PGEN_.00g340090",-2.56954523938459,FALSE,TRUE,"Day7_MAversusAM","Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain)"
"PGEN_.00g340250",-11.8152405027495,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g340250",3.05353022622175,TRUE,FALSE,"Day7_MAversusAM",NA
"PGEN_.00g340250",-9.52326384430507,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g340250",-6.2825923603302,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g340260",-5.81927913584071,FALSE,TRUE,"Day7_primary",NA
"PGEN_.00g340260",-11.5800676304415,FALSE,TRUE,"Day21_primary",NA
"PGEN_.00g340610",-11.8159025902218,FALSE,TRUE,"Day21_primary","Aplysianin-A"
"PGEN_.00g340770",4.46675925599277,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g342060",4.57976086645394,TRUE,FALSE,"Day14_primary","Protogenin (Protein Shen-Dan)"
"PGEN_.00g344510",-1.81972316141939,FALSE,TRUE,"Day7_MAversusAM","Collectin-12 (Collectin placenta protein 1) (CL-P1) (Nurse cell scavenger receptor 2)"
"PGEN_.00g344510",-2.2157840216912,FALSE,TRUE,"Day7_second","Collectin-12 (Collectin placenta protein 1) (CL-P1) (Nurse cell scavenger receptor 2)"
"PGEN_.00g344570",-5.17656250715448,FALSE,TRUE,"Day14_primary",NA
"PGEN_.00g344880",2.68019491004346,TRUE,FALSE,"Day7_primary",NA
"PGEN_.00g344880",-2.52186727647601,FALSE,TRUE,"Day7_second",NA
"PGEN_.00g344880",-2.196737342954,FALSE,TRUE,"Day7_MAversusAM",NA
"PGEN_.00g344990",-2.02981955761011,FALSE,TRUE,"Day7_MAversusAM","Neurotrypsin (EC 3.4.21.-) (Serine protease 12)"
"PGEN_.00g344990",4.16216900213096,TRUE,FALSE,"Day7_primary","Neurotrypsin (EC 3.4.21.-) (Serine protease 12)"
"PGEN_.00g344990",6.86394596622715,TRUE,FALSE,"Day14_primary","Neurotrypsin (EC 3.4.21.-) (Serine protease 12)"
"PGEN_.00g345120",4.14693405108713,TRUE,FALSE,"Day14_primary",NA
"PGEN_.00g345120",6.25864080858355,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g345340",5.5590646228281,TRUE,FALSE,"Day21_primary",NA
"PGEN_.00g345610",5.90605898748887,TRUE,FALSE,"Day14_primary","Cathepsin L1 (EC 3.4.22.15) (Cathepsin L) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L1 heavy chain; Cathepsin L1 light chain]"
"PGEN_.00g345620",5.08741204293723,TRUE,FALSE,"Day21_primary","LARGE xylosyl- and glucuronyltransferase 2 (EC 2.4.-.-) (Glycosyltransferase-like 1B) [Includes: Xylosyltransferase LARGE2 (EC 2.4.2.-); Beta-1,3-glucuronyltransferase LARGE2 (EC 2.4.1.-)]"
"PGEN_.00g345620",-1.88118089183996,FALSE,TRUE,"Day7_second","LARGE xylosyl- and glucuronyltransferase 2 (EC 2.4.-.-) (Glycosyltransferase-like 1B) [Includes: Xylosyltransferase LARGE2 (EC 2.4.2.-); Beta-1,3-glucuronyltransferase LARGE2 (EC 2.4.1.-)]"
"PGEN_.00g345620",4.03200424305588,TRUE,FALSE,"Day14_primary","LARGE xylosyl- and glucuronyltransferase 2 (EC 2.4.-.-) (Glycosyltransferase-like 1B) [Includes: Xylosyltransferase LARGE2 (EC 2.4.2.-); Beta-1,3-glucuronyltransferase LARGE2 (EC 2.4.1.-)]"
"PGEN_.00g345680",-3.90098576012787,FALSE,TRUE,"Day7_second","Cathepsin L1 (EC 3.4.22.15) (Cathepsin L) [Cleaved into: Cathepsin L1 heavy chain; Cathepsin L1 light chain]"
"PGEN_.00g345680",8.42490376660788,TRUE,FALSE,"Day21_primary","Cathepsin L1 (EC 3.4.22.15) (Cathepsin L) [Cleaved into: Cathepsin L1 heavy chain; Cathepsin L1 light chain]"
"PGEN_.00g345680",6.75660182227257,TRUE,FALSE,"Day14_primary","Cathepsin L1 (EC 3.4.22.15) (Cathepsin L) [Cleaved into: Cathepsin L1 heavy chain; Cathepsin L1 light chain]"
"PGEN_.00g346230",-2.48309893583524,FALSE,TRUE,"Day7_MAversusAM","Neurogenic locus notch homolog protein 2 (Notch 2) [Cleaved into: Notch 2 extracellular truncation; Notch 2 intracellular domain]"
